X1,X2,X3,U1,U2,X_ref1,X_ref2,X_ref3,U_ref1,U_ref2,Timing
0.5988713567415584,324.07534295734104,0.7475204533668725,314.99999622362543,0.09970768270045571,0.7,337.0,0.75,305.0,0.1,0.000113
0.6549955216528238,328.74507100500193,0.7480054697674257,314.99999992927775,0.09973328697768258,0.7,337.0,0.75,305.0,0.1,0.000113
0.6875851150972613,333.0023573724034,0.74844800324138,314.99999595327125,0.09977296436124025,0.7,337.0,0.75,305.0,0.1,0.000113
0.6969328411305689,337.8141034687655,0.7488247035204167,313.8333830848003,0.09983082988684439,0.7,337.0,0.75,305.0,0.1,0.000104
0.6777572183406998,344.1490164524542,0.7491053926191806,308.2381390153617,0.09990378056351025,0.7,337.0,0.75,305.0,0.1,0.000132
0.6124696513322962,353.5580674484675,0.7492650410725046,296.04193520393125,0.10000403923035223,0.7,337.0,0.75,305.0,0.1,9.4e-05
0.24414111901649807,412.6089987888021,0.7492583391326348,285.00000002284565,0.10031402936953988,0.7,337.0,0.75,305.0,0.1,0.000104
0.019129740334493692,409.6928852589878,0.7487372978028197,285.0000000000002,0.10049439205823957,0.7,337.0,0.75,305.0,0.1,8.4e-05
0.08115612798270992,375.66449002301425,0.747916996517455,285.0000000001491,0.10041643237268318,0.7,337.0,0.75,305.0,0.1,0.000141
0.19763427305176207,348.61434839640174,0.747226046885723,285.0000000101066,0.10012809378019187,0.7,337.0,0.75,305.0,0.1,0.000141
0.3325100872119064,329.2372615871086,0.7470135121356571,285.00000000003985,0.11230714162928097,0.878,324.5,0.659,300.0,0.1,0.000113
0.45616215218608436,317.9562737430414,0.7265933538233618,285.0000000189968,0.10939838636758198,0.878,324.5,0.659,300.0,0.1,0.00016
0.5613948605709295,312.13376590367153,0.7109994374383024,285.00009848565446,0.10718307137470952,0.878,324.5,0.659,300.0,0.1,7.5e-05
0.6477457194740468,309.3295170805789,0.6990811984955483,289.5292581085254,0.1055020332123061,0.878,324.5,0.659,300.0,0.1,8.4e-05
0.7167709471658612,309.8280301373563,0.6899521584130477,294.30880818762944,0.10422452664600383,0.878,324.5,0.659,300.0,0.1,0.000261
0.7702755369902121,312.14177451021095,0.6829427726836526,297.63856918981026,0.103251051030387,0.878,324.5,0.659,300.0,0.1,6.6e-05
0.8102368650069246,314.90267511589514,0.6775485894751012,299.68773365536356,0.10250638512973997,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8387293931490541,317.483461534148,0.6733899649396349,300.8093811347445,0.1019355818162172,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8578611279008189,319.66629097748137,0.6701784241689148,301.28229073073834,0.1014975559977203,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8697077649179006,321.39775401516795,0.6676936611365194,301.3256405454661,0.10116106656446215,0.878,324.5,0.659,300.0,0.1,5.9e-05
0.8762303048976128,322.6878012852669,0.6657672054434174,301.12121341813435,0.10090208439579719,0.878,324.5,0.659,300.0,0.1,5.7e-05
0.8791782992596758,323.57828404234647,0.6642704560983528,300.8152894815704,0.10070216547238214,0.878,324.5,0.659,300.0,0.1,5.7e-05
0.8799946334782871,324.1336125754581,0.663105414650105,300.5120862527754,0.10054726413307219,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8797520729733225,324.43300284919434,0.6621973873783984,300.2704406714103,0.10042678885727375,0.878,324.5,0.659,300.0,0.1,5.6e-05
0.8791481013730955,324.5588668413806,0.6614892541421049,300.10923478861037,0.10033280669678342,0.878,324.5,0.659,300.0,0.1,5.7e-05
0.8785602659886568,324.58409203007943,0.6609370572437203,300.0202351707501,0.10025937010298311,0.878,324.5,0.659,300.0,0.1,5.7e-05
0.8781379123433734,324.5632800938229,0.6605067072303619,299.9828179482994,0.10020197484616981,0.878,324.5,0.659,300.0,0.1,5.7e-05
0.8778971223233725,324.53055531838754,0.6601715881216321,299.97535938237974,0.10015715607596362,0.878,324.5,0.659,300.0,0.1,5.7e-05
0.8777952348546502,324.50281467180315,0.6599108328587391,299.9812280250161,0.10012220827568899,0.878,324.5,0.659,300.0,0.1,5.7e-05
0.8777772793129028,324.4853941417801,0.6597080634089527,299.9902328171892,0.10009498900382935,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8777982085367956,324.4774987667256,0.6595504565044032,299.99753134054964,0.1000738362298919,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778292073753394,324.47609026244487,0.6594279465383204,300.0017364750813,0.10005739701656897,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778558449008539,324.47807289883383,0.6593327127138939,300.0032136517189,0.10004462569089304,0.878,324.5,0.659,300.0,0.1,4.6e-05
0.877873435354396,324.48118877070885,0.6592586692275739,300.0029210331084,0.10003470356071245,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.877882523849446,324.4841486425271,0.6592010886597268,300.00178347958047,0.10002699278941661,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778856387423002,324.4864194797532,0.6591563018968951,300.0004505894041,0.10002099818371464,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778854335985437,324.48793111330207,0.6591214614563847,299.9992749382673,0.10001633602428277,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778838956816617,324.488829655108,0.6590943565272169,299.99838523396187,0.10001270910685857,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778822027452167,324.4893167811454,0.6590732694233317,299.9977781008147,0.10000988709568563,0.878,324.5,0.659,300.0,0.1,4.6e-05
0.8778808830581724,324.4895676815987,0.6590568646345376,299.9973924469077,0.10000769126451033,0.878,324.5,0.659,300.0,0.1,0.000102
0.8778800560954677,324.48970353813024,0.6590441031953878,299.9971564214893,0.10000598274702364,0.878,324.5,0.659,300.0,0.1,5.1e-05
0.8778796412528705,324.48979394008865,0.6590341765491272,299.9970103024372,0.1000046535236122,0.878,324.5,0.659,300.0,0.1,4.8e-05
0.8778794972021524,324.48987107884994,0.659026455366434,299.99691320595724,0.10000361950491563,0.878,324.5,0.659,300.0,0.1,4.7e-05
0.8778794953221235,324.4899450831601,0.6590204498400911,299.996841240585,0.10000281520771487,0.878,324.5,0.659,300.0,0.1,4.7e-05
